Domain,Course Title,Rating,Number Enrolled,Like Ratio,Number of Modules,Review 1,Review 2,Review 3,URL,,,,
Web Development,Object Oriented Java Programming: Data Structures and Beyond Specialization,4.7,"74,626",N/A,5 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/java-object-oriented,,,,
Web Development,Cloud Essentials for Business Leaders - Healthcare and Life Sciences v01.00.00,N/A,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/aws-cloud-essentials-for-business-leaders-healthcare-and-life-sciences,,,,
Web Development,Amazon Braket Getting Started,N/A,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/aws-amazon-braket-getting-started,,,,
Web Development,The Raspberry Pi Platform and Python Programming for the Raspberry Pi,4.7,"126,378",95%,4 modules,"5
Reviewed on Dec 29, 2015
Excellent course, it gives nice introduction on Raspberry Pi, unix and Python. However student background in unix and/or python will be a plus in this course.","5
Reviewed on Dec 25, 2015
Really nice and easy introduction to Raspberry Pi and Python. I loved the part when the professor said something about Scratch, like 'we'll not use it, we're way above it'. :)","4
Reviewed on Apr 5, 2018
Solid technical content and good presentation. Course experience was impacted negatively by lack of discussion forums. No interaction with fellow students.",https://www.coursera.org/learn/raspberry-pi-platform,,,,
Web Development,Getting Started with AWS Mainframe Modernization Service,N/A,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/aws-getting-started-with-aws-mainframe-modernization-service,,,,
Web Development,Python Data Visualization,4.6,"36,948",95%,4 modules,"5
Reviewed on Dec 13, 2017
Great Course. The assignments are deliberately designed. They are very interesting and practical.","5
Reviewed on Dec 9, 2018
Great introduction to Python visualizations. The assignments are challenging but relevant and echo real world problems you might encounter.","5
Reviewed on Jan 6, 2018
A challenging and rewarding specialization - thank you Joe and Scott!",https://www.coursera.org/learn/python-visualization,,,,
Web Development,"Developing AR/VR/MR/XR Apps with WebXR, Unity & Unreal",4.6,"11,335",N/A,4 modules,"5
Reviewed on Apr 27, 2021
The entire course has been exceptionally put together for a wonderful learning experience. Highly recommended to ones looking to build a solid foundation in XR","5
Reviewed on Aug 14, 2023
Very good learning experience, highly recommended for anyone interested in XR.","5
Reviewed on Sep 1, 2023
Keep learning, don't stop. It is the highest among courses,",https://www.coursera.org/learn/develop-augmented-virtual-mixed-extended-reality-applications-webxr-unity-unreal,,,,
Web Development,Software Engineering: Modeling Software Systems using UML,4.6,"23,430",N/A,7 modules,"4
Reviewed on Feb 21, 2023
Good course but if I didn't already know this stuff it would have taken 2 weeks.","4
Reviewed on Nov 8, 2022
The content is great. The exercises are very good.
There is some noise in the audio. And some questions on the quiz are not related to the current topic.","5
Reviewed on Jul 23, 2023
Thank You sir, you are amazing and your way of teaching is exceptional. You covered every use case that comes in the way of UML.",https://www.coursera.org/learn/software-engineering-modeling-software-systems-using-uml,,,,
Web Development,Use Canva to Create Desktop and Mobile-friendly Web Pages.,N/A,"80,583",N/A,Guided Project,"5
Reviewed on Jan 23, 2023
Thank you for giving me a chance to learn on how to make a web page using Canva. I hope this is not the last.","5
Reviewed on Mar 24, 2024
My experience was really amazing, and this guided project was very helpful Everyone should learn courses from COURSERA.","5
Reviewed on Nov 29, 2021
this instructor made it easy to follow and understand the steps to making a desktop and mobile friendly web pages",https://www.coursera.org/projects/use-canva-to-create-desktop-and-mobile-friendly-webpages,,,,
Web Development,JavaScript Security Specialization,4.5,"2,386",N/A,4 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/javascript-security,,,,
Web Development,Learn to code with AI,4.6,"15,582",N/A,3 modules,"5
Reviewed on Nov 20, 2023
pls check this link https://www.linkedin.com/feed/update/urn:li:activity:7132309281281851392/",N/A,N/A,https://www.coursera.org/learn/learn-to-code-with-ai,,,,
Web Development,AWS Glue Getting Started,N/A,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/aws-glue-getting-started,,,,
Web Development,Introduction to Bash Shell Scripting,N/A,"20,364",N/A,Guided Project,"5
Reviewed on Jun 24, 2020
Great overview of bash shell scripting and how to use bash. I just felt too fast paced, however I managed to understand most of the content.","5
Reviewed on Jun 27, 2020
Excellent Course for both Beginners & People with Basic Knowledge of Linux, alike!! :)","4
Reviewed on Jul 11, 2020
Well explained, but the course was too short. Should have dived into loops, conditional statements, etc.",https://www.coursera.org/projects/introduction-to-bash-shell-scripting,,,,
Web Development,Introduction to Unity and Basic C# Scripting,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-introduction-to-unity-and-basic-csharp-scripting-hzjnj,,,,
Web Development,Robotic Process Automation (RPA) Specialization,4.7,"12,343",N/A,6 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/roboticprocessautomation,,,,
Web Development,Salesforce Admin and App Builder Specialization,N/A,N/A,N/A,5 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/salesforce-admin-and-app-builder-course,,,,
Web Development,Fundamentos de programación en Swift,N/A,N/A,N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/programming-fundamentals-swift-es,,,,
Web Development,Product Management Essentials,4.6,"35,802",98%,4 modules,"5
Reviewed on Sep 27, 2024
very good and refreshing course. material is relevant for today's world.","5
Reviewed on Apr 22, 2022
Thanks so much for the privilege to be a part this program, and also for the scholarship granted unto me. I would definitely recommend this course to someone out there.","4
Reviewed on Jun 20, 2024
Course was very informative, to the point and provide the brief ideology about the role of product manager.",https://www.coursera.org/learn/product-management-essentials,,,,
Web Development,Java for Android,4.5,"216,510",93%,8 modules,"5
Reviewed on Jun 28, 2018
Excellent !! As a beginner I found this course a major kick-start to building a strong base for my Android app skills. A lot of practice needed though, but these videos would keep me going well","5
Reviewed on Sep 12, 2023
This course helped me not only to learn about the java programming language and how to build the application, it also helped me to test my limits with the tests and the programming quizes","4
Reviewed on Jul 10, 2020
Great content. All the materials are perfectly covered and taught. I just have a huge problem with the peer to peer review system. The amount of plagiarised code I had to flag was annoyingly high.",https://www.coursera.org/learn/java-for-android,,,,
Web Development,Advanced jQuery Techniques and Interactivity,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-advanced-jquery-techniques-and-interactivity-y9sga,,,,
Web Development,VSCode for Developers: Set up a professional environment,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/vscode-for-developers-set-up-a-professional-environment,,,,
Web Development,Optimizing Your Workflow with GitHub Copilot and VS Code,N/A,N/A,N/A,2 modules,N/A,N/A,N/A,https://www.coursera.org/learn/optimizing-your-workflow-with-github-copilot-and-vs-code,,,,
Web Development,Create your e-commerce store with Shopify,N/A,"48,064",N/A,Guided Project,"5
Reviewed on Aug 9, 2024
Great basic knowledge for those who want to try. The course shows the Shopify's 14-day free trial version. But it is more than enough to start and build an opinion","5
Reviewed on Apr 2, 2024
Through this course I'm able to design my ecom shopify store firstly","5
Reviewed on Jun 9, 2021
great information to start a online e-commerce b business.",https://www.coursera.org/projects/create-your-ecommerce-store-with-shopify,,,,
Web Development,The Arduino Platform and C Programming,4.7,"201,544",96%,4 modules,"5
Reviewed on Feb 6, 2019
Great ! Like in a real lecture. Anyone can learn from this course without a problem. like real lecture this has pop up question middle of the video and readings too. Nice","5
Reviewed on Jun 16, 2019
THIS COURSE HAS GIVING ME MORE HOPE AN EASY WAY OF LEARNING.
I WOULD HAVE WASTED MORE TIME MOVING FROM ONE PLACE TO THE OTHER IN OTHER TO LEARN WHAT I HAVE BEEN TAUGHT ON THIS PLATFORM
Read more","5
Reviewed on Nov 9, 2020
Ian g Harris really helped me in knowing about arduino. i am very satisfied. at times it feels boring but i dont think there is any other way that this course can be taught.",https://www.coursera.org/learn/arduino-platform,,,,
Web Development,Introduction to DevSecOps,4.5,N/A,N/A,2 modules,"4
Reviewed on Jan 23, 2024
Good basic information; many videos were too quiet to hear","4
Reviewed on Feb 16, 2024
Not so bad, easy to understand and learn for fundamental of DevSecOPs.",N/A,https://www.coursera.org/learn/devsecops,,,,
Web Development,The Art & Science of Product Management,4.4,"8,176",N/A,3 modules,"5
Reviewed on Jan 15, 2021
Great course with introduction to really challenging and practical concept and great interview preparation. It is also a really tough class so make sure you have your motivation high.","4
Reviewed on Jul 21, 2022
Challenging and informative course. Gained useful knowledge on how to work designers. I also liked getting to know what AI and Machine Learning are.","5
Reviewed on Jun 15, 2022
Excellent course. Reviewing the assignment submission of others is a great way to learn in addition to the sessions, quizzes and assignment.",https://www.coursera.org/learn/pms-leading-design-engineering-ai-ml,,,,
Web Development,Start Your API Testing Journey With Postman Tool,N/A,"15,353",N/A,Guided Project,"5
Reviewed on May 6, 2021
Good to learn API testing for Beginners. Everyone can easily learn from this with practical knowledge.","5
Reviewed on Aug 7, 2021
Excellent course. Designed for learning for beginners","5
Reviewed on Jul 26, 2022
Very nice thanks very much for the detailed explaination about each and every topic.",https://www.coursera.org/projects/start-your-api-testing-journey-with-postman-tool,,,,
Web Development,Getting Started with AWS Config,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.coursera.org/learn/aws-getting-started-with-aws-config,,,,
Web Development,Foundations of AI and Machine Learning,N/A,"1,508",N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/foundations-of-ai-and-machine-learning,,,,
Web Development,"Health Systems Development: Health systems, Policy and Research",4.8,"4,515",N/A,4 modules,"5
Reviewed on Nov 8, 2020
To the course Professors Thank you for a very informative course.
Samantha Henry

Guyana","4
Reviewed on Jul 29, 2020
Lecturers and Facilitators should monitor how students review each other's work.
Otherwise, it was a great course and great content!","5
Reviewed on Sep 23, 2020
This course is good if you want to upskill your competence around Health Impact Assessment (HIA) and its implications to health systems policy decisions.",https://www.coursera.org/learn/healthsystems-policy-research,,,,
Web Development,Amazon EMR Getting Started,N/A,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/aws-amazon-emr-getting-started,,,,
Web Development,Optimizing a Website for Google Search,4.7,"84,970",95%,4 modules,"4
Reviewed on Jul 25, 2023
Good overall business advice with a bent toward SEO marketing. I'd like to see a few more ""how to"" links and some of the lexicon is unfamiliar, but all in all, well done.","4
Reviewed on Apr 7, 2021
The course was very good. Overall, the courses in this specialization require tools that are no longer free to use. It would be really helpful to have something provided for the duration of the class.","5
Reviewed on Jul 8, 2021
Exceptional course with a real professional with advanced work-experience ! Thank you very much for your insights and guidance Rebekah May!",https://www.coursera.org/learn/optimizing-web-search,,,,
Web Development,Data Engineering Career Guide and Interview Preparation,4.7,"3,391",N/A,4 modules,"4
Reviewed on Jul 23, 2023
Amazing Course just wished there was a way to add it to linkedin","5
Reviewed on Aug 7, 2024
Learn how to know more steps and real case in interview preparation effectively. Thanks instructors a lot!","4
Reviewed on Jun 3, 2024
good overall refresher but not too much that's new.",https://www.coursera.org/learn/data-engineering-career-guide-and-interview-preparation,,,,
Web Development,Software Testing for Developers,4.2,"3,021",N/A,3 modules,"5
Reviewed on Jun 3, 2024
good for basics, but 1-2 topics not very important for QAs, other wise very good",N/A,N/A,https://www.coursera.org/learn/codio-software-testing-for-developers,,,,
Web Development,Computational Thinking with Javascript 1: Draw & Animate,N/A,"1,714",N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/comp-thinking-javascript-course-1,,,,
Web Development,Continuous Integration and Continuous Delivery (CI/CD),4.7,"24,245",96%,5 modules,"5
Reviewed on Jun 29, 2023
Instructors managed to explain complex topics in a simple way. Furthermore, the Interactive Playgrounds provided all the steps needed to follow along and apply what was learned in the coursework.","5
Reviewed on Mar 8, 2024
Great course for explaining concepts like CI/CD and Continuos Deployment and get practice with it.","5
Reviewed on Apr 23, 2024
Good explanations and labs that give some practice",https://www.coursera.org/learn/continuous-integration-and-continuous-delivery-ci-cd,,,,
Web Development,Women's Leadership: Boost your skills and drive change,N/A,N/A,N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/womens-leadership-boost-you-skills-and-drive-change,,,,
Web Development,SwiftUI & Node.JS FullStack - Build Twitter - iOS 16 Specialization,N/A,N/A,N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/packt-swiftui-nodejs-fullstack-build-twitter-ios-16,,,,
Web Development,Использование языка Python для доступа к веб-данным,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.coursera.org/learn/python-network-data-ru,,,,
Web Development,Firebase Authentication: Build Secure Angular Apps,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/firebase-authentication-build-secure-angular-apps,,,,
Web Development,Open-source AI Models,4.9,"1,573",N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/open-source-ai-models,,,,
Web Development,Streamline App Development with Gemini Code Assist,N/A,N/A,N/A,2 modules,N/A,N/A,N/A,https://www.coursera.org/learn/streamline-app-development-with-gemini-code-assist,,,,
Web Development,Database Management Essentials,4.6,"197,852",95%,12 modules,"5
Reviewed on Dec 28, 2019
Excelente manera de explicar conceptos que en algunas ocasiones puedes ser muy complejos. Las actividades estuvieron al nivel de lo explicado, y el sistema de corrección muy original.","5
Reviewed on Sep 26, 2020
Very good. The structure is pretty nice, it provides all the basic knowledge you would need about database management and both videos and slides are easy to understand.","4
Reviewed on Feb 7, 2016
Fair enough. Good material and content for someone new or that needs to remember basic concepts about databases. Not needed if the main focus is DWH and experience with DB exists",https://www.coursera.org/learn/database-management,,,,
Web Development,Introduction to Database Migration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.coursera.org/learn/aws-introduction-to-database-migration-paxaf,,,,
Web Development,Development and Operation on Alibaba Cloud Specialization,4.9,N/A,N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/develop-and-operate-alibaba-cloud,,,,
Web Development,Google Cloud DevOps Fundamentals,N/A,N/A,N/A,2 modules,N/A,N/A,N/A,https://www.coursera.org/learn/google-cloud-devops-fundamentals,,,,
Web Development,Scrum Master Certification Specialization,4.7,"69,616",N/A,4 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/learnquest-certified-scrum-master,,,,
Web Development,Rate Limiting with Cloud Armor,N/A,N/A,N/A,Project,N/A,N/A,N/A,https://www.coursera.org/projects/googlecloud-rate-limiting-with-cloud-armor-4s7x3,,,,
Web Development,Introduction to Java,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/introduction-to-java,,,,
Web Development,Acing the Product Management Interview,4.7,"7,332",N/A,4 modules,"5
Reviewed on Feb 13, 2021
Amazing course, the resources are very good. I really well thought course","5
Reviewed on Oct 4, 2022
I really liked these courses. They were informative and I felt that I learned a lot. Video recording myself really pushed me out of my comfort zone!","4
Reviewed on Jun 24, 2022
ty dear Nancy for this amazing course. i really enjoyed it",https://www.coursera.org/learn/acing-product-management-interviews,,,,
Web Development,Introducción a la programación en Kotlin,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/meta-programming-fundamentals-kotlin-es,,,,
Web Development,Software Engineering: Software Design and Project Management,4.6,"14,264",N/A,6 modules,"5
Reviewed on Sep 8, 2023
This specialisation course in software engineering from Hong Kong University was the best of all time amongst other courses. It was a great time learning from this course!","5
Reviewed on Nov 21, 2022
I did not get my certificate even after passing ... idk why","5
Reviewed on Nov 29, 2022
it was a great experience to take this course. I gained and polished more upgradable skills from this course. all the contents are up-to-dated and flexible. highly recommended",https://www.coursera.org/learn/software-engineering-software-design-and-project-management,,,,
Web Development,Redux in JavaScript and React,N/A,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/redux-in-javascript-and-react,,,,
Web Development,Migrating VMware Workloads to AWS,N/A,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/aws-flash-migrating-vmware-workloads-to-aws,,,,
Web Development,Introduction to Flask framework,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/introduction-to-flask-framework,,,,
Web Development,Leadership Principles for Software Engineers,4.8,"2,184",N/A,3 modules,"5
Reviewed on Nov 12, 2022
great to see a female engineering leader giving back","5
Reviewed on Mar 30, 2024
explicit course modules with reallife industry experience explanations","5
Reviewed on Nov 12, 2022
I enjoyed listening through this course while going about my day. Nancy should start a podcast she's very insightful.",https://www.coursera.org/learn/real-world-engineering-management-1,,,,
Web Development,Typescript in React: Higher Order Components,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/rudi-hinds-typescript-in-react-higher-order-components,,,,
Web Development,AWS Cloud Technology Consultant Professional Certificate,4.8,"21,632",N/A,9 course series,N/A,N/A,N/A,https://www.coursera.org/professional-certificates/aws-cloud-technology-consultant,,,,
Web Development,Project Management & Other Tools for Career Development Specialization,4.7,"97,491",N/A,5 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/project-management-success,,,,
Web Development,Concurrent Rendering Adventures in React 18,N/A,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/packt-concurrent-rendering-adventures-in-react-18-uerhs,,,,
Web Development,THINK GLOBAL: TEACHERS TRAINING COURSE (IDP-ICE),4.8,"2,556",N/A,8 modules,"5
Reviewed on Sep 2, 2023
Thoroughly enjoyed the course. It was very informative.","5
Reviewed on Dec 4, 2024
The materials are well summarized for learning. This is a very good course. I highly recommend it.","5
Reviewed on Dec 2, 2024
AGRADECIDO POR PROPORCIONARME HERRAMIENTAS TAN VALIOSAS PARA EL DESARROLLO DE MI CARRERA PROFESIONAL",https://www.coursera.org/learn/thinkglobal-idp-ub,,,,
Web Development,Advanced Java Concepts and Collections,N/A,N/A,N/A,7 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-advanced-java-concepts-and-collections-e66rj,,,,
Web Development,Developing Android Apps with App Inventor,4.4,"60,736",93%,11 modules,"4
Reviewed on Jun 8, 2020
i leraned a lot from this course but lake of video tutorial make it hard to complete but still it developed my reading skill.","5
Reviewed on Dec 29, 2020
I enjoyed a lot in learning this app development course. I am so happy to have GUI based programming feature and it will defenitely help me to make an android app for my future project works.","5
Reviewed on Jul 31, 2019
It is a wonderful course. It helped my daughter learn how to make apps on my Android device. I highly recommend using this course to teach the building of an app to a learner.",https://www.coursera.org/learn/app-inventor-android,,,,
Web Development,Training and Learning Online,4.7,"42,697",97%,3 modules,"5
Reviewed on Sep 5, 2023
I have learned something new related to
Online communication

Research

Critical Thinking

Team Work

And more

👍
Read more","5
Reviewed on Jan 25, 2023
This a great course for a person who is planning to learn through online platforms.","5
Reviewed on Aug 23, 2023
Very effective course for the beginners who wants to learn online.",https://www.coursera.org/learn/training-and-learning-online,,,,
Web Development,Advanced Selenium Techniques and Framework Introduction,N/A,N/A,N/A,8 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-advanced-selenium-techniques-and-framework-introduction-bxdya,,,,
Web Development,"Diversity, Equity & Inclusion",4.5,"2,804",N/A,3 modules,"5
Reviewed on Mar 27, 2024
This course is a very good first step to Diversity, Equity & Inclusion at any level!","5
Reviewed on Aug 25, 2022
This course was pretty awesome. Lots of indepth knowleged needed for todays workforce.","5
Reviewed on Dec 2, 2023
This was an excellent course, easy to follow. However, some questions on the quizzes were a little off and not set up properly. But it allows you to retry several times.",https://www.coursera.org/learn/diversity-equity-inclusion,,,,
Web Development,Tech Support Career Guide and Interview Preparation,4.8,"4,401",N/A,3 modules,"5
Reviewed on Mar 13, 2023
Thank you so much. It was a very detailed and very student freindy course :)","5
Reviewed on Aug 21, 2024
well exciting and detailed course. i appreciate the oppoutunity","5
Reviewed on Oct 28, 2023
I have a lot to learn of this free course. Thank you Coursera!",https://www.coursera.org/learn/tech-support-career-guide-and-interview-preparation,,,,
Web Development,Serverless Architectures on AWS,4.8,"2,215",N/A,2 modules,"5
Reviewed on Jul 20, 2024
I like the quizzes, the labs, and the instructors are great!","5
Reviewed on Aug 9, 2023
Excellent overview of the main tools AWS provides!","5
Reviewed on May 23, 2024
Very informative and easy to follow! Great content",https://www.coursera.org/learn/aws-serverless,,,,
Web Development,Programming with Generative AI,4.8,"4,296",N/A,3 modules,"5
Reviewed on May 30, 2024
this course is a must-take for anyone interested in this cutting-edge area of artificial intelligence.","5
Reviewed on Oct 12, 2024
Really an amazing experience learning with Debenga Raj. Explained really well with his skills and expertise. Thanks a lot coursera","5
Reviewed on Aug 30, 2024
sir please add a window of yours while explaining codes in vscode for more connection towards learning thanks vishal sah",https://www.coursera.org/learn/programming-with-generative-ai,,,,
Web Development,مقدمة إلى تطوير تطبيقات Android للهاتف المحمول,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/introduction-to-android-mobile-application-development-ar,,,,
Web Development,DevOps and Jenkins Fundamentals,3.7,N/A,N/A,2 modules,N/A,N/A,N/A,https://www.coursera.org/learn/copy-of-jenkins-from-zero-to-hero,,,,
Web Development,Establishing Effective Educator-Machine Partnerships,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/establishing-effective-educator-machine-partnerships,,,,
Web Development,"Coding for Designers, Managers, & Entrepreneurs I",4.1,"12,179",N/A,5 modules,"4
Reviewed on May 30, 2020
easy to go with the flow, self homework leads to more research and understanding the concept","4
Reviewed on May 17, 2020
This course is great if someone would like to get a better picture how to get from an idea of a web page to a prototype.","4
Reviewed on Jun 18, 2020
This is a GREAT course! I will say that sometimes the supporting materials can be confusing because they cover more than just one course, but other than that it's great!",https://www.coursera.org/learn/uva-coding-for-design-managers-1,,,,
Web Development,Planning for Climate Change in African Cities,4.7,"11,034",99%,7 modules,"5
Reviewed on Jun 19, 2018
Excellent course design and delivered by professionals.","4
Reviewed on Nov 1, 2017
This course is designed in a simplest possible way to be delivered to people who may not have expert knowledge in the field.","5
Reviewed on Dec 27, 2017
An eye-opener to a critical and important content. Great work here!",https://www.coursera.org/learn/climate-change-africa,,,,
Web Development,Desarrollo de aplicaciones móviles con Android Specialization,4.7,"16,462",N/A,5 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/programacion-android,,,,
Web Development,Introduction to Augmented Reality and ARCore,4.5,"95,123",97%,4 modules,"4
Reviewed on Jul 9, 2018
More Detailing related to working with Android Studio for building the App or Any Link related to GitHub for getting Started working with AR apps would have been better for learning purpose.","4
Reviewed on Jun 23, 2019
I learned some things about AR that I didn't know, and most importantly, I got a really good idea of what it takes to make an AR app, and what programs I will need to accomplish this.","5
Reviewed on Sep 9, 2020
one of the best course i have done on the coursera the videos are really quick nice and short so the i didnt get bored not a single time . i just love the content and the teaching of mentors.",https://www.coursera.org/learn/ar,,,,
Web Development,Software Architecture,4.5,"69,740",93%,4 modules,"5
Reviewed on Jul 22, 2021
This course integrates the previous courses (Object oriented design and Design patterns) and applies the knowledge taught in those courses to real life problems. Highly recommended.","4
Reviewed on Aug 18, 2020
This course is very useful, but i think intructor need add more example in presentation.
I support student easy make assigment.

Thank you!
Read more","4
Reviewed on Feb 16, 2021
Content was well thought and prepared, though sometimes I would have appreciated a bit more practice/details on the topic then covered by peer-graded assignments.",https://www.coursera.org/learn/software-architecture,,,,
Web Development,تطوير الالعاب باستخدام برنامج Unity: مدفع الكرات,N/A,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/game-development-unity-ball-launcher,,,,
Web Development,Teaching Science at University,4.6,"11,449",98%,5 modules,"5
Reviewed on Mar 3, 2018
This is a very exceptional course for me as a teacher. Very helpful insights and learnings. Thanks Prof. Dr. Kai Niebert for you wonderful teaching methodologies. God bless you.","5
Reviewed on Nov 6, 2023
This course is very very information and it help me that in what ways I will convey science concepts to the students. Great experience. Thanks","5
Reviewed on Nov 1, 2023
This course is essential to any one who would like to make a difference with his students.",https://www.coursera.org/learn/teachingscience,,,,
Web Development,Advanced Deployment Scenarios with TensorFlow,4.8,"26,534",97%,4 modules,"4
Reviewed on Apr 11, 2020
This topic seems to be very important but the content is not as good as rest of the weeks content, more explanations and more simple examples could have helped","5
Reviewed on Dec 2, 2020
If you want to learn extra libraries of tensorflow then take this","5
Reviewed on Mar 31, 2020
Many useful stuffs if you want to move for Tensorflow or AI Deployment",https://www.coursera.org/learn/advanced-deployment-scenarios-tensorflow,,,,
Web Development,Deploy a Modern Web App connected to a Cloud Spanner Instance,N/A,N/A,N/A,Project,"5
Reviewed on Mar 7, 2024
Its a project, but very interesting. Shows a pretty realistic scenario.",N/A,N/A,https://www.coursera.org/projects/googlecloud-deploy-a-modern-web-app-connected-to-a-cloud-spanner-instance-l4vor,,,,
Web Development,Introduction to Programming with Python and Java Specialization,4.4,"57,020",N/A,4 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/programming-python-java,,,,
Web Development,Design Principles: an Introduction,4.6,"66,329",93%,4 modules,"5
Reviewed on Oct 5, 2017
I liked particularly the course about running web experiments with A/B testing and learning a lot about comparing data with chi-square testing.","4
Reviewed on Jul 3, 2017
Good course. The leactures could be better structured, but with some complementary reading and insistence, you bust right through.","4
Reviewed on Dec 16, 2016
Great, if brief course. Some occasionally ill-worded test questions. But this course piqued my interest for the ones that follow.",https://www.coursera.org/learn/design-principles,,,,
Web Development,Getting Started with Amazon Personalize,N/A,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/aws-getting-started-with-amazon-personalize,,,,
Web Development,Kotlin for Java Developers,4.7,"116,872",91%,5 modules,"5
Reviewed on Dec 15, 2018
Clearly explained, easy to understand and nice programming tasks. I could complain something of documenting what to do in programming task, and also more smaller tasks would be useful","5
Reviewed on Aug 8, 2020
Great course. I thought it was going to be a basic course and it ended being harder, in a good way! Thanks Svetlana and Andrey for putting together this course, and of course JetBrains","5
Reviewed on Mar 16, 2020
Thanks JetBrains team, the course is as great as all the things that you do!
Now I am going to visit Kotlin island (Kronstadt) to see lighthouse on your logo (I leave nearby in Saint-Petersburg).",https://www.coursera.org/learn/kotlin-for-java-developers,,,,
Web Development,Capstone: Following the AWS Well Architected Framework,4.6,"2,882",N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/aws-well-architected-framework,,,,
Web Development,مقدمة إلى تطوير تطبيقات الهاتف المحمول لنظام iOS,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/introduction-to-ios-mobile-application-development-ar,,,,
Web Development,Introduction to Docker,N/A,"5,292",N/A,Project,N/A,N/A,N/A,https://www.coursera.org/projects/googlecloud-introduction-to-docker-2zs0k,,,,
Web Development,Software Design Methods and Tools,4.8,"8,280",N/A,6 modules,"4
Reviewed on Jul 1, 2022
good but lacks of in-depth explanations and examples.","5
Reviewed on Jun 22, 2019
Highly informative subject and well taught by the instructor","5
Reviewed on Apr 19, 2020
Learning about Software Design is always a great add on in IT where a day to day activites will start with Design of Project/code",https://www.coursera.org/learn/software-design-methods-tools,,,,
Web Development,Fundamentals of Computer Network Security Specialization,4,"37,800",N/A,4 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/computer-network-security,,,,
Web Development,Data Processing Using Python,4.1,"108,415",92%,6 modules,"5
Reviewed on Mar 4, 2024
Great course to learn python data processing. I think in week-4 need more details. Otherwise this course is fully enjoyable to me. Lots of learning is here. Thank you madam. Thank you university.","5
Reviewed on Jan 4, 2024
Great course for data analysis, processing, and representation.","5
Reviewed on Jun 6, 2018
Very nice course. Could be extended to 12 weeks with more detailed coverage of packages. Please upload English audio tracks.",https://www.coursera.org/learn/python-data-processing,,,,
